"일자","시간대","PPC명","hash","피킹건수","패킹건수","피킹SKU수","패킹SKU수","피패킹MH","피킹대기MH","피킹MH","패킹MH","피킹대기생산성","피킹생산성","패킹생산성","피패킹생산성"
"2025-04-19","17","강서가양점","kEPh8BJG",7,7,59,57,"0.501667","0.078333","0.251667","0.171667","89.362082","27.814533","40.776620","13.953618"
"2025-04-19","17","강서가양점","mYcXtfu3",14,14,129,124,"0.995000","0.206667","0.441667","0.346667","67.741826","31.698089","40.384577","14.070239"
"2025-04-19","17","부천점","29AzUo3j",10,10,118,96,"1.000000","0.146667","0.520000","0.333333","68.181663","19.230769","30.000030","10.000000"
"2025-04-19","17","부천점","7attfcHe",0,1,1,11,"0.175000","0.061667","0.085000","0.028333",null,null,"35.294533",null
"2025-04-19","17","부천점","F2nJjkpp",5,4,40,35,"0.486667","0.071667","0.320000","0.095000","55.813694","15.625000","42.105263","9.463693"
"2025-04-19","17","부천점","Fvzi5VhM",17,17,119,119,"1.000000","0.248333","0.473333","0.278333","68.456468","35.915518","61.077917","16.999864"
"2025-04-19","17","부천점","QkYnP6mH",6,6,50,49,"0.470000","0.073333","0.193333","0.203333","81.818554","31.034536","29.508245","12.766012"
"2025-04-19","17","부천점","WyhL9wUW",1,1,7,7,"0.091667","0.035000","0.036667","0.020000","28.571429","27.272479","50.000000","10.909051"
"2025-04-19","17","부천점","eBzmE4nx",5,4,36,30,"0.323333","0.053333","0.161667","0.108333","75.000469","30.927771","36.923191","13.745893"
"2025-04-19","17","부천점","eED1ubfK",13,12,110,105,"0.956667","0.205000","0.516667","0.235000","58.536585","25.161274","51.063830","13.087292"
"2025-04-19","17","부천점","ek7EouT6",10,10,90,85,"1.000000","0.171667","0.523333","0.305000","58.252314","19.108292","32.786885","10.000000"
"2025-04-19","17","부천점","mETIww01",0,1,null,7,"0.055000","0.036667","0.000000","0.018333",null,null,"54.546446",null
"2025-04-19","17","부천점","oOs9exjt",4,4,26,26,"0.290000","0.086667","0.141667","0.061667","46.153669","28.235228","64.864514","13.792913"
"2025-04-19","17","부천점","otFs4Y8P",14,13,87,85,"1.000000","0.216667","0.505000","0.278333","59.999908","27.722772","46.706643","13.486540"
"2025-04-19","17","부천점","rKFdMddj",14,14,111,95,"0.996667","0.168333","0.498333","0.330000","83.168482","28.093664","42.424242","14.046917"
"2025-04-19","17","부천점","uPGgmpOV",13,14,119,123,"0.998333","0.195000","0.516667","0.286667","66.666667","25.161274","48.837153","13.294337"
"2025-04-19","17","중랑면목점","799CtWcl",9,10,91,90,"0.980000","0.120000","0.530000","0.330000","75.000000","16.981132","30.303030","9.503716"
"2025-04-19","17","중랑면목점","CCwiNsZr",14,13,108,106,"0.976667","0.173333","0.490000","0.313333","75.000144","28.571429","41.489406","13.805290"
"2025-04-19","17","중랑면목점","EDM9weuW",7,7,61,60,"0.463333","0.083333","0.250000","0.130000","84.000336","28.000000","53.846154","15.108022"
"2025-04-19","17","중랑면목점","OVJKTVfG",11,12,88,88,"1.001667","0.263333","0.511667","0.226667","41.772205","21.498357","52.941099","11.192819"
"2025-04-19","17","중랑면목점","T6K4WlvC",8,9,65,65,"0.813333","0.386667","0.288333","0.138333","20.689637","27.745697","65.060398","10.025565"
