"주문일","SKU코드","SKU명","판매량(Unit)"
"2025-03-27","A21017071","석관동 인생족발 300g",1
"2025-03-27","A21017086","일가집 5줄 야채김밥세트 245g",50
"2025-03-27","A21017105","복음자리 딸기잼 380g",48
"2025-03-27","A21017106","다신 통밀당 단백칩 크리스피롤 크림치즈 40g",39
"2025-03-27","A21017114","롯데 ABC 초콜릿 밀크 187g",82
"2025-03-27","A21017116","광동 비타500 제로 100ml 10입",7
"2025-03-27","A21017117","광동 비타500 콜라겐 잔망루피 100ml 10입",10
"2025-03-27","A21017118","롯데 의성마늘 슬라이스햄 60g",49
"2025-03-27","A21017136","데르뜨 by 매일 생크림 바스크 치즈케이크 155g",13
"2025-03-27","A21017148","빙그레 메로나맛우유 240ml 4입",24
"2025-03-27","A21017151","빙그레 오프룻 딸기&알로에 180g",41
"2025-03-27","A21017154","빙그레 요플레 토핑 쿠앤크120g",20
"2025-03-27","A21017163","비블리 까망치즈 모닝빵 180g (6개입)",6
"2025-03-27","A21017165","비블리 통밀 모닝빵 180g (30g×6개입)",13
"2025-03-27","A21017166","비블리 통밀 브레드 350g",77
"2025-03-27","A21017169","비블리 귀요미곰 쿠키 100g",6
"2025-03-27","A21017170","비블리 귀요미토끼 쿠키 100g",17
"2025-03-27","A21017171","비블리 마카데미아 쿠키 100g",8
"2025-03-27","A21017172","비블리 오트밀통밀 쿠키 100g",3
"2025-03-27","A21017173","유기농 미국산 냉동 블루베리 1kg",2
"2025-03-27","A21017191","CJ 해찬들 재래식 된장 1kg",6
"2025-03-27","A21017192","푸룬딥워터 매실 180ml",94
"2025-03-27","A21017193","애프터딥워터 코코젤리밥 복숭아 150ml",7
"2025-03-27","A21017201","튀김공방 바삭 야채고로케 200g",9
"2025-03-27","A21017209","고메 소바바치킨 소이허니 순살 375g",146
"2025-03-27","A21017210","고메 소바바치킨 소이허니 윙 300g",21
"2025-03-27","A21017249","갈배 사이다 210ml × 6입",38
"2025-03-27","A21017250","갈아만든 배 1.0L",214
"2025-03-27","A21017251","과일촌 아침에사과 1.5L",46
"2025-03-27","A21017266","햇반쿡반 치즈닭갈비주먹밥 500g",33
"2025-03-27","A21017270","비비고 테이블 본갈비탕 700g",92
"2025-03-27","A21017273","라리 스위트콘 통조림 420g",91
"2025-03-27","A21017281","몬 코코넛 밀크 400ml",9
"2025-03-27","A21017283","루솔 진한 배도라지즙 100ml×10입",38
"2025-03-27","A21017286","네니아 유기방아 현미 꿀떡 240g",7
"2025-03-27","A21017287","릿치스밀 초코생크림토르테 조각 케이크 80g",39
"2025-03-27","A21017288","릿치스밀 모카카라멜토르테 조각 케이크 80g",4
"2025-03-27","A21017289","릿치스밀 레인보우토르테 조각 케이크 80g",11
"2025-03-27","A21017290","릿치스밀 블루베리요거트토르테 조각 케이크 80g",3
"2025-03-27","A21017291","릿치스밀 고구마토르테 조각 케이크 80g",22
"2025-03-27","A21017294","오리온 비쵸비 125g",391
"2025-03-27","A21017295","오리온 나 샌드 77g",311
"2025-03-27","A21017303","햇반 현미귀리곤약밥 150g 3입",28
"2025-03-27","A21017304","햇반 귀리흑미곤약밥 150g 3입",49
"2025-03-27","A21017305","햇반 작은밥 130g 6입",114
"2025-03-27","A21017311","대상 청정원 두번달여 더진한 진간장 500ml",246
"2025-03-27","A21017313","대상 청정원 씨간장숙성 양조간장 500ml",21
"2025-03-27","A21017328","조인 깐메추리알 1kg",34
"2025-03-27","A21017329","누테이블 반숙계란장 400g",22
"2025-03-27","A21017334","[배민이지] 식감좋은 발효곤약밥 145g",189
"2025-03-27","A21017335","[배민이지] 고소한 소고기 완도미역국 500g",22
"2025-03-27","A21017336","[배민이지] 단팥 우유 모나카 560ml",1
"2025-03-27","A21017337","목우촌 뽀로로와친구들 크리스피 핫도그 400g(80g X 5개)",1
"2025-03-27","A21017339","목우촌 주부9단 갈비맛바 420g(70g X 6개)",11
"2025-03-27","A21017340","목우촌 주부9단 살코기햄 600g(150g X 4개)",16
"2025-03-27","A21017344","프레지덩 멜론&망고 크림치즈 125g",5
"2025-03-27","A21017345","프레지덩 살구&아몬드 크림치즈 125g",16
"2025-03-27","A21017347","프레지덩 갈릭&차이브 크림치즈 125g",11
"2025-03-27","A21017355","해표 참 진한 들기름 320ml",26
"2025-03-27","A21017356","해표 딱 한번 짠 고소한 참기름 320ml",22
"2025-03-27","A21017361","근대골목단팥빵 슈크림 단팥빵 115g",46
"2025-03-27","A21017363","CJ 행복한콩 양념이 잘 배는 찌개두부 380g",170
"2025-03-27","A21017364","CJ 행복한콩 노릇하게 잘구워지는부침두부 380g",410
"2025-03-27","A21017365","CJ 행복한콩 국산콩 찌개용 두부 380g",230
"2025-03-27","A21017366","CJ 행복한콩 국산콩 부침용 두부 380g",304
"2025-03-27","A21017382","HBAF 바프 먼투썬 2주 (20g×14봉)",22
"2025-03-27","A21017387","자연은 토마토 500ml",30
"2025-03-27","A21017388","웅진 누룽지차 500ml",125
"2025-03-27","A21017389","웅진 옥수수수염차 500ml",11
"2025-03-27","A21017390","빅토리아 초록매실 500ml",426
"2025-03-27","A21017391","티즐 제로 피치얼그레이 500ml",126
"2025-03-27","A21017392","티즐 제로 라임민트티 500ml",30
"2025-03-27","A21017393","쟈뎅 시그니처 아메리카노 블랙 900ml",330
"2025-03-27","A21017394","쟈뎅 시그니처 로얄 헤이즐넛 900ml",218
"2025-03-27","A21017395","두툼한 항공직송 몸뱃살 생연어회 200g",431
"2025-03-27","A21017396","사조 스노우크랩킹 280g(140×2개입)",39
"2025-03-27","A21017397","사조 명품김밥세트 520g",76
"2025-03-27","A21017398","대림선 쫄깃 찰순대 500g",21
"2025-03-27","A21017405","사조 부어스트 콤비네이션 385g",13
"2025-03-27","A21017414","웰팜 생과일주스 얼린 무가당 4색 아이스 과일바 24개입",22
"2025-03-27","A21017417","대상 청정원 씨간장숙성 양조간장 골드 840ml",2
"2025-03-27","A21017418","대상 청정원 햇살담은 국간장 840ml",6
"2025-03-27","A21017436","바비야 초밥용 밥 10P",23
"2025-03-27","A21017475","라라스윗 초콜릿 빵샌드 4입 720ml",17
"2025-03-27","A21017485","유니온트리 발효 냉동 A.O.P 이즈니 버터 미니 크로와상 생지 200g (25g×8개입)",13
"2025-03-27","A21017516","하겐다즈 마카롱 초콜릿 가나슈 403ml",33
"2025-03-27","A21017529","풀무원 얄피꽉찬 육즙진한 교자 만두 400g x 2개입",9
"2025-03-27","A21017542","슈가로로 곤약젤리 요구르트150g",70
"2025-03-27","A21017553","해표 멸치디포리 다시팩 150g",8
"2025-03-27","A21017560","풍림 메추리알 장조림 1kg",8
"2025-03-27","A21017561","아미카 알프레도 오리지널러플 감자칩 130g",21
"2025-03-27","A21017562","아미카 알프레도 올리브오일 감자칩 130g",18
"2025-03-27","A21017565","사조해표 포도씨유 900ml",8
"2025-03-27","A21017567","잼다운잼(저칼로리) 딸기&라즈베리 225g",6
"2025-03-27","A21017568","잼다운잼(저칼로리) 블루베리&블랙커런트 225g",2
"2025-03-27","A21017572","널담 뚱낭시에 8구 세트 400g (50g*8개입)",65
"2025-03-27","A21017574","널담 뚱낭시에 솔티드바닐라 50g",5
"2025-03-27","A21017575","널담 뚱낭시에 황치즈 50g",33
"2025-03-27","A21017576","널담 뚱낭시에 무화과크림치즈 50g",4
"2025-03-27","A21017583","백설 메밀소바 면 400g",28
"2025-03-27","A21017585","이클립스 페퍼민트 34g",26
"2025-03-27","A21017586","이클립스 피치 34g",12
"2025-03-27","A21017587","이클립스 스피어민트 34g",22
"2025-03-27","A21017588","이클립스 스트로베리 34g",6
"2025-03-27","A21017589","이클립스 쿨링소프트캔디 레몬민트향 45g",26
"2025-03-27","A21017590","이클립스 쿨링소프트캔디 청포도향 45g",32
"2025-03-27","A21017592","목우촌 주부9단 한우 우거지국 450g",12
"2025-03-27","A21017593","목우촌 주부9단 한우 미역국 450g",15
"2025-03-27","A21017594","목우촌 주부9단 한우 육개장 450g",5
"2025-03-27","A21017599","목우촌 참나무 오리훈제 슬라이스 410g",9
"2025-03-27","A21017602","럭시퍼 케이퍼 100g",11
"2025-03-27","A21017614","[배민이지] 갓 짜낸 1급A 우유 900ml",790
"2025-03-27","A21017623","웰팜 냉동 망고스틴 500g",5
"2025-03-27","A21017624","웰팜 냉동 칠레산 트리플베리 1kg",20
"2025-03-27","A21017640","오그래놀라 단백질바 4개입 160g",13
"2025-03-27","A21017641","오그래놀라 유산균바 4개입 140g",1
"2025-03-27","A21017657","삼원가든 진 갈비탕 600g",7
"2025-03-27","A21017662","송주불냉면 양념물냉면 2인분 1400g",105
"2025-03-27","A21017663","선농원 실비김치 1.5kg",3
"2025-03-27","A21017664","선농원 보쌈김치 1kg",2
"2025-03-27","A21017665","선농원 본 포기김치 1.5kg",5
"2025-03-27","A21017666","선농원 무말랭이 300g",9
"2025-03-27","A21017671","요리여왕 알육수 한우 (4g×20ea)",4
"2025-03-27","A21017672","요리여왕 알육수 해물 (4g×20ea)",5
"2025-03-27","A21017674","카페차(ㅊa) 콜드브루 디카페인 원액 500ml",9
"2025-03-27","A21017677","푸라닭 소스 통 닭가슴살 블랙알리오 100g",13
"2025-03-27","A21017683","크라운 마이쮸 딸기복숭아 284g",12
"2025-03-27","A21017684","크라운 마이쮸 포도사과 284g",13
"2025-03-27","A21017688","산펠레그리노 리모나타(레몬) 330ml (캔)",3
"2025-03-27","A21017697","오그래놀라 팝시리얼 현미아몬드 480g",6
"2025-03-27","A21017702","데르뜨 by 매일우유 diy 초코케이크 160g (핑크펜 + 하트초 포함)",7
"2025-03-27","A21017705","램노스 리코타치즈 250g",10
"2025-03-27","A21017708","연세 100% 자연치즈 스트링 210g(21gx10)",59
"2025-03-27","A21017709","떡집소년 우유꿀설기 360g (45g×8개입)",172
"2025-03-27","A21017710","민속떡마을 수제찰떡 320g (40g*8개입)",22
"2025-03-27","A21017711","떡집소년 대구꿀떡 240g",23
"2025-03-27","A21017712","떡집소년 대구쑥꿀떡 240g",5
"2025-03-27","A21017716","해태 모히또바 70ml",3
"2025-03-27","A21017717","백세카레 순한맛 100g",29
"2025-03-27","A21017718","백세카레 약간매운맛 100g",48
"2025-03-27","A21017721","오뚜기 카레 약간 매운맛 100g",130
"2025-03-27","A21017724","애드스윗 스테비아 망고향 대추방울토마토 500g",788
"2025-03-27","A21017725","애드스윗 스테비아 한라봉향 대추방울토마토 500g",41
"2025-03-27","A21017726","애드스윗 스테비아 칼라대추방울토마토 500g",15
"2025-03-27","A21017749","빙그레 더단백 크런치바 초코 40g",46
"2025-03-27","A21017751","데미소다 애플 250ml×6",30
"2025-03-27","A21017755","대림선 한입쏙 미니돈까스 420g",9
"2025-03-27","A21017763","원할머니 명품 육개장 600g",13
"2025-03-27","A21017771","파스퇴르 위편한하루 150ml 4입",14
"2025-03-27","A21017773","파스퇴르 저온살균 우유 2.3L",70
"2025-03-27","A21017780","[배민이지] 뼈없는 순살 갈비탕 500g",170
"2025-03-27","A21017781","[배민이지] 육즙팡팡 동그랑땡 510g",61
"2025-03-27","A21017782","[배민이지] 춘천식 닭갈비 볶음밥 200g",170
"2025-03-27","A21017783","[배민이지] 대패삼겹 깍두기 볶음밥 200g",107
"2025-03-27","A21017786","청정원 직화짜장 분말 80g",74
"2025-03-27","A21017798","롯데 씨리얼 초코컵 89g",22
"2025-03-27","A21017803","프링글스 스모키 바비큐 피자맛 102g",48
"2025-03-27","A21017804","프링글스 리치 치즈 갈릭맛 102g",35
"2025-03-27","A21017805","농협 고기왕만두 630g",3
"2025-03-27","A21017806","농협 김치왕만두 630g",1
"2025-03-27","A21017807","냉동 파타고니아 ASC 훈제연어 슬라이스 140g",47
"2025-03-27","A21017811","풀무원 평양 물냉면 육수 290g (1인분)",61
"2025-03-27","A21017812","시루조아 방앗간 통 가래떡 270g",34
"2025-03-27","A21017813","시루조아 쌀 카스테라 호박인절미 500g",12
"2025-03-27","A21017819","한우물 참치마요 구운주먹밥 100g",20
"2025-03-27","A21017820","한우물 소불고기 구운주먹밥 100g",12
"2025-03-27","A21017824","한우물 차돌김치 볶음밥 300g",12
"2025-03-27","A21017825","한우물 소불고기 볶음밥 300g",7
"2025-03-27","A21017826","한우물 잡채 볶음밥 300g",10
"2025-03-27","A21017839","한우물 대패삼겹 볶음밥 300g",9
"2025-03-27","A21017843","닥터페퍼 제로 350ml×6",47
"2025-03-27","A21017850","하림 팝콘치킨 650g",9
"2025-03-27","A21017852","돈특 국내산 1등급 한돈 초벌도래창 300g",4
"2025-03-27","A21017853","극소수 한우 소곱창 160g(소스증정)",10
"2025-03-27","A21017854","극소수 한우 소대창 180g(소스증정)",18
"2025-03-27","A21017864","하림이닭 탄단지 도시락 퀴노아밥과 BBQ닭가슴살 210g",3
"2025-03-27","A21017867","롯데 야채 크래커 249g",9
"2025-03-27","A21017878","[배민이지] 서울식 뚝배기 불고기 430g",34
"2025-03-27","A21017881","웰팜 칠레산 냉동 허니 블루베리 500g",3
"2025-03-27","A21017882","천연망고 100% 망고바 60g* 10개입",4
"2025-03-27","A21017889","냉장 노르웨이 항공직송 생연어필렛 300g",43
"2025-03-27","A21017894","네이쳐패스 러브크런치 다크초코 & 피넛버터 325g",7
"2025-03-27","A21017904","롯데 말랑카우 딸기 158g",13
"2025-03-27","A21017905","롯데 몽쉘 오리지널 204g",134
"2025-03-27","A21017906","롯데 몽쉘 카카오 204g",74
"2025-03-27","A21017907","롯데 몽쉘 오리지널 408g",58
"2025-03-27","A21017908","롯데 몽쉘 카카오 408g",58
"2025-03-27","A21017909","롯데 초코파이 480g",15
"2025-03-27","A21017910","그릭오 말차 그릭요거트 100g",9
"2025-03-27","A21017911","그릭오 홍차 밀크티 그릭요거트 100g",21
"2025-03-27","A21017912","순수한집 곤약쫀드기 25g 15개입",26
"2025-03-27","A21017914","순수한집 순수티백차 호박팥차 티백 50개입",6
"2025-03-27","A21017917","타이시아 스리라차 소스 500g",44
"2025-03-27","A21017920","림미 레몬쥬스 200ml",71
"2025-03-27","A21017921","하인즈 버거소스 230g",1
"2025-03-27","A21017922","큐피 참깨드레싱 150ml",12
"2025-03-27","A21017923","해초미인 슬림 미역면 180g",17
"2025-03-27","A21017924","해초미인 슬림 다시마면 180g",4
"2025-03-27","A21017938","액트투 전자렌지용 팝콘(버터맛) 78g",156
"2025-03-27","A21017939","돈특 국내산 돼지 양념 두차돌살 300g",3
"2025-03-27","A21017948","빙그레 따옴바 파인애플 75ml",38
"2025-03-27","A21017964","하늘청 유기농 식혜 1.8L",13
"2025-03-27","A21017975","Cha스텔라 플레인 카스텔라 220g",31
"2025-03-27","A21017976","Cha스텔라 치즈 카스텔라 220g",14
"2025-03-27","A21017983","하인즈 토마토 케찹 미니 63g",6
"2025-03-27","A21017984","롯데 제로 카카오 케이크 171g (12입)",33
"2025-03-27","A21017985","롯데 제로 초콜릿칩 쿠키 168g (12입)",52
"2025-03-27","A21017987","롯데 마가렛트 구운모카 352g (16입)",5
"2025-03-27","A21017988","롯데 칙촉 336g ( 12개입 × 2박스 )",39
"2025-03-27","A21017991","롯데 카스타드 오리지널 230g (10입)",72
"2025-03-27","A21017995","사조해표 참치액 900g",11
"2025-03-27","A21018007","외갓집 속초식 닭강정 매콤달콤양념 650g",6
"2025-03-27","A21018009","한국양봉농협 국내산 야생화꿀 500g",6
"2025-03-27","A21018010","허니젠 홍삼꿀스틱 100g (10g×10포)",2
"2025-03-27","A21018011","허니젠 계피꿀스틱 100g (10g×10포)",1
"2025-03-27","A21018012","허니젠 밤꽃꿀스틱 100g (10g×10포)",5
"2025-03-27","A21018013","유동 꽁치 400g",24
"2025-03-27","A21018015","유동 고등어 400g",14
"2025-03-27","A21018020","우물우물 영화관 땅콩버터 오징어 다리 80g",80
"2025-03-27","A21018021","우물우물 영화관 땅콩버터 오징어 몸통 80g",873
"2025-03-27","A21018057","한국농협김치 총각김치 500g",31
"2025-03-27","A21018058","한국농협김치 열무김치 500g",13
"2025-03-27","A21018061","맥스봉 숯불구이맛핫바 70g",100
"2025-03-27","A21018064","맥스봉 빅소시지 150g",13
"2025-03-27","A21018066","라라스윗 저당 팥모나카 4입 560ml",27
"2025-03-27","A21018115","청정원 홍초 석류 900ml",23
"2025-03-27","A21018116","청정원 우리쌀 요리주 맛술 410ml",105
"2025-03-27","A21018117","청정원 연겨자 95g",34
"2025-03-27","A21018130","풀무원 라이트누들 곤약 150g",52
"2025-03-27","A21018134","히말라야 파티스마트 츄(숙취해소) 10p",8
"2025-03-27","A21018137","스웰리 우유생크림빵 105g",24
"2025-03-27","A21018138","스웰리 초코생크림빵 100g",7
"2025-03-27","A21018167","청은 국산 감자전분 400g",76
"2025-03-27","A21018168","산펠레그리노 탄산수 250ml×6 (병)",4
"2025-03-27","A21018169","국순당 백세주마을 해물 땡초부추전",4
"2025-03-27","A21018170","국순당 백세주마을 오징어 김치전",43
"2025-03-27","A21018173","헤이즐넛 커피땅콩 300g",3
"2025-03-27","A21018175","풀무원 쫄깃한 장조림 풍미의 달걀 70g",16
"2025-03-27","A21018176","풀무원 동물복지 구운란 2구(소스 포함)",39
"2025-03-27","A21018179","일품육수코인 깊은맛 (5g x 20알)",130
"2025-03-27","A21018187","청우 찰떡쿠키 오리지날 215g (10개입)",5
"2025-03-27","A21018194","오늘디저트 리틀브라우니 크림브릘레 브라우니 65g",2
"2025-03-27","A21018200","[배민이지] 현미누룽지 반마리삼계탕 600g",26
"2025-03-27","A21018201","[배민이지] 국내산 버팔로 핫봉 420g",9
"2025-03-27","A21018202","[배민이지] 국내산 버팔로 핫윙 420g",26
"2025-03-27","A21018203","우물우물 왕다리 오징어 슬라이스 120g",8
"2025-03-27","A21018205","국가대표 어포빠삭 오리지널 80g",23
"2025-03-27","A21018206","국가대표 어포빠삭 청양고추맛 80g (청양마요소스 증정)",8
"2025-03-27","A21018209","롯데 제로 밀크 소프트콘 195ml",26
"2025-03-27","A21018210","롯데 제로 밀크 팥 모나카 140ml",82
"2025-03-27","A21018213","효성 부산 사각꼬지어묵&물떡 (어묵+빨간어묵+물떡) 540g",1
"2025-03-27","A21018214","효성 부산깡통시장 유부주머니 전골 406g",18
"2025-03-27","A21018227","한성 실곤약 200g",23
"2025-03-27","A21018235","한성 비바크부어스트 260g",88
"2025-03-27","A21018236","하림 동물복지 IFF 한입쏙 닭가슴살 오리지널 500g",29
"2025-03-27","A21018237","하림 동물복지 IFF 한입쏙 닭가슴살 청양고추 500g",27
"2025-03-27","A21018238","풀무원 지구식단 얇은 두유면 150g",3
"2025-03-27","A21018239","풀무원 지구식단 얇은 두유면 잔치국수 374.4g (2인분)",8
"2025-03-27","A21018245","풀무원 반듯한식 아삭고추 한입장아찌 300g",14
"2025-03-27","A21018246","풀무원 반듯한식 샐러리 한입장아찌 300g",6
"2025-03-27","A21018247","풀무원 반듯한식 모듬야채 한입장아찌 300g",10
"2025-03-27","A21018248","풀무원 볶음밥용 김치 200g",2
"2025-03-27","A21018249","풀무원 칼국수 김치 400g",61
"2025-03-27","A21018250","이모네포장마차 가락국수(2인분) 485g",18
"2025-03-27","A21018253","농협 고기교자 810g",6
"2025-03-27","A21018254","농협 김치교자 810g",2
"2025-03-27","A21018258","팔도 뽀로로짜장컵 65g",33
"2025-03-27","A21018269","한성 행복을담은청 김밥어묵 100g",28
"2025-03-27","A21018278","사몬타나 본본 초코 코팅볼 80g",12
"2025-03-27","A21018279","사몬타나 텐덤 초코쿠키 샌드 젤라또 100g",125
"2025-03-27","A21018286","마음이가 떡국떡 500g",1
"2025-03-27","A21018287","롯데 제로 미니바이트 380ml",56
"2025-03-27","A21018288","켈로그 다크초코 프로틴그래놀라 딜라이트 350g",26
"2025-03-27","A21018289","비비드키친 저칼로리 양념치킨소스 290G",69
"2025-03-27","A21018290","비비드키친 저당 굴소스 310G",75
"2025-03-27","A21018295","농심 포테토칩 잭슨페퍼로니맛 50g",3
"2025-03-27","A21018298","네이쳐패스 즉석 오트밀 510g",5
"2025-03-27","A21018300","나뚜루 체리블라썸 아이스크림 파인트 474ml",16
"2025-03-27","A21018301","나뚜루 피페리타 민트초코 아이스크림 파인트 474ml",29
"2025-03-27","A21018305","프레시지 더큰 닭한마리 칼국수 1,560g",1
"2025-03-27","A21018306","고메 오리지널 핫도그 400g (5개입)",50
"2025-03-27","A21018319","다신 곤약팝콘 콘스프맛 25g",42
"2025-03-27","A21018323","배스킨 레인보우샤베트 제로탄산 350ml",53
"2025-03-27","A21018324","배스킨 애플민트 제로탄산 350ml",47
"2025-03-27","A21018327","목우촌 프라임 꼬치구이 프랑크소시지 400g",28
"2025-03-27","A21018335","나뚜루 딸기 밀크 초콜릿 바 90ml",37
"2025-03-27","A21018339","유동 자연산 골뱅이(골빔면용) 95g",6
"2025-03-27","A21018341","라리 오이피클 슬라이스 340g",32
"2025-03-27","A21018342","모란봉 샤브샤브 육수 오리지널 100ml",59
"2025-03-27","A21018343","모란봉 샤브샤브 육수 가츠오맛 100ml",15
"2025-03-27","A21018350","풀무원 한끼 계란 연두부 118g 2개입",33
"2025-03-27","A21018351","풀무원 대만식 두유 푸딩 두화 100g 2개입",31
"2025-03-27","A21018353","껍질벗긴 미국산 땅콩 400g",30
"2025-03-27","A21018356","삼양 큰컵 4가지치즈불닭볶음면 110g",31
"2025-03-27","A21018376","농심 무파마탕면 122g 4입",23
"2025-03-27","A21018386","잔다리 전두부 백태 310g",12
"2025-03-27","A21018387","잔다리 전두부 청서리태 310g",13
"2025-03-27","A21018388","잔다리 전두부 서리태(검은콩) 310g",13
"2025-03-27","A21018391","잔다리 서리태 볶음콩 250g",9
"2025-03-27","A21018393","잔다리 볶은 검은콩가루 220g",9
"2025-03-27","A21018395","몬스터 에너지 울트라 선라이즈 355ml",54
"2025-03-27","A21018396","사조 안심 살코기참치 135gX4캔",6
"2025-03-27","A21018397","사조 안심 마일드참치 135gX4캔",3
"2025-03-27","A21018398","사조 안심 고추참치 135gX4캔",6
"2025-03-27","A21018399","애슐리 크런치치즈엣지 페퍼로니 피자 385g",22
"2025-03-27","A21018400","애슐리 크런치치즈엣지 트리플치즈피자 395g",12
"2025-03-27","A21018401","애슐리 버터 와규 주먹밥 500g (5개입)",7
"2025-03-27","A21018403","애슐리 김치 콘치즈 주먹밥 500g (5개입)",43
"2025-03-27","A21018410","이바돔 감자탕 1kg",16
"2025-03-27","A21018413","부침명장 해물파전 500g",13
"2025-03-27","A21018416","네네치킨 통살파닭꼬치 490g (8개입)",7
"2025-03-27","A21018417","네네치킨 통살닭꼬치 590g",3
"2025-03-27","A21018427","추억의 국민학교 떡볶이 쫄볶이 520g",40
"2025-03-27","A21018435","롯데 제로 후르츠 젤리 52g",40
"2025-03-27","A21018439","시루조아 흰앙꼬절편 600g",4
"2025-03-27","A21018441","코주부 징기스칸 육포(순한맛) 130g",8
"2025-03-27","A21018442","코주부 징기스칸 육포(매운맛) 130g",9
"2025-03-27","A21018443","코주부 오리지널 육포 30g",226
"2025-03-27","A21018444","폰티 제노베제 바질 페스토 135g",8
"2025-03-27","A21018456","대복 매운 실비김치 1.5kg",143
"2025-03-27","A21018458","카메다 쌀과자 쯔유맛 100g",7
"2025-03-27","A21018470","고맙당 저당 고추장 250g",15
"2025-03-27","A21018471","고맙당 저당 쌈장 250g",13
"2025-03-27","A21018472","베베쿡 한우 백일 송이버섯죽(후기) 컵타입 220g",1
"2025-03-27","A21018474","베베쿡 한우 곤드레영양밥(완료기) 컵타입 220g",2
"2025-03-27","A21018475","베베쿡 한우 파프리카진밥(완료기) 컵타입 220g",1
"2025-03-27","A21018478","라이틀리 계란두부곤약김밥 220g",3
"2025-03-27","A21018479","라이틀리 매콤제육곤약김밥 220g",1
"2025-03-27","A21018480","라이틀리 청양닭가슴살곤약김밥 220g",17
"2025-03-27","A21018487","하인즈 토마토 바질 파스타소스 350g",10
"2025-03-27","A21018488","하인즈 미트 칠리 파스타소스 350g",13
"2025-03-27","A21018490","한남동 휘카레 비프양송이 카레 매운맛 180g",20
"2025-03-27","A21018491","한남동 휘카레 비프양송이 카레 순한맛 180g",8
"2025-03-27","A21018512","스웰리 에그햄치즈 샌드위치 153g",15
"2025-03-27","A21018513","스웰리 에그베이컨치즈 샌드위치 153g",6
"2025-03-27","A21018516","드립핑크 블랜딩 커피 드립백 하노이트림 20입",1
"2025-03-27","A21018520","아임닭 고구마 100% 바삭칩 40g",23
"2025-03-27","A21018536","수산곳간 후라이드 쥐포채튀김 80g",5
"2025-03-27","A21018537","던킨 대파크림치즈 팝콘 80g",110
"2025-03-27","A21018539","한끼통살 통살 소스 닭가슴살 핫양념치킨맛 100g",304
"2025-03-27","A21018540","한끼통살 통살 소스 닭가슴살 떡볶이맛 100g",168
"2025-03-27","A21018542","라카나스타 밀 또띠야 320g (8개입)",23
"2025-03-27","A21018543","라카나스타 옥수수&밀 또띠야 320g (8개입)",12
"2025-03-27","A21018544","라카나스타 통밀 또띠야 320g (8개입)",105
"2025-03-27","A21018546","디벨라 링귀니 500g",47
"2025-03-27","A21018549","해태 탱크보이 키위 120ml",34
"2025-03-27","A21018552","디벨라 스파게티 500g",272
"2025-03-27","A21018562","부산 명물 시장물떡탕 355g",35
"2025-03-27","A21018574","다정다감 행복예감 아이스홍시 70g × 6입",3
"2025-03-27","A21018575","다정다감 행복예감 아이스홍시 1kg",13
"2025-03-27","A21018576","다정다감 아이스홍시 60g×6입",15
"2025-03-27","A21018579","로아커 콰드라티니 바닐라 125g",3
"2025-03-27","A21018588","집콕집국 육개장 500g",1
"2025-03-27","A21018589","집콕집국 소고기미역국 500g",2
"2025-03-27","A21018596","쁘띠구르망 이탈리안 그레이티드 치즈 80g",18
"2025-03-27","A21018598","광천김 간장에 찍어먹는 구운 도시락김 5g×6봉",19
"2025-03-27","A21018600","밀도 담백식빵 480g",19
"2025-03-27","A21018601","밀도 리치식빵 480g",112
"2025-03-27","A21018602","밀도 호밀잡곡식빵 480g",106
"2025-03-27","A21018603","오스카마이어 미국산 베이컨 저염 453g",5
"2025-03-27","A21018604","목우촌 주부9단 비엔나 소시지 700g",399
"2025-03-27","A21018620","스윗밸런스 바질리코타치즈 요거트 샐러드랩",6
"2025-03-27","A21018624","스윗밸런스 데리야끼 너비아니 샐러드랩",6
"2025-03-27","A21018627","누테이블 빵에 발라먹는 에그샐러드 500g",48
"2025-03-27","A21018633","오뚜기 빅컵누들 매콤한맛 61g",68
"2025-03-27","A21018643","다정다감 설빙 망고스틱 60g",44
"2025-03-27","A21018644","썬 진미채 후라이드 오징어 튀김 (오리지널) 80g",5
"2025-03-27","A21018645","썬 진미채 후라이드 오징어 튀김 (와사비맛) 80g",5
"2025-03-27","A21018646","백설 꽃소금 1kg",24
"2025-03-27","A21018647","백설 명품 천일염 1kg",7
"2025-03-27","A21018648","종가 열무김치 400g",48
"2025-03-27","A21018663","티젠 콤부차 파인애플 5g×10개",7
"2025-03-27","A21018672","한국농협김치 볶음김치 80g",8
"2025-03-27","A21018677","풀무원 깻잎 무쌈 300g",43
"2025-03-27","A21018679","풀무원 반듯한식 시래기 추어탕 450g",3
"2025-03-27","A21018680","고메 후라이드 순살치킨 450g",10
"2025-03-27","A21018682","풀무원 반듯한식 고깃집 된장찌개 460g",8
"2025-03-27","A21018686","롯데 립파이 초코 132g",7
"2025-03-27","A21018688","쉐푸드 우유 미니 핫도그 500g",10
"2025-03-27","A21018691","청오 유기농 쌀가루 350g",13
"2025-03-27","A21018701","미니 브리 125g (25gX5입)",28
"2025-03-27","A21018705","파스퇴르 바른목장 요구르트 사과당근 100ml X5입",48
"2025-03-27","A21018707","오뚜기 오동통면 120g 5입",122
"2025-03-27","A21018708","오뚜기 김치라면 120g 5입",73
"2025-03-27","A21018713","하동 권여사 하동녹차명란김 6g×16봉",9
