"주문일","SKU코드","SKU명","판매량(Unit)"
"2025-03-27","S0005294","럽센트 플라워마켓 화이트튤립향 스크럽워시 500ml",1
"2025-03-27","S0005301","풀무원 특제 대파간장 나또 43.25g 8개입",29
"2025-03-27","S0005302","코이케야 카라무쵸 핫 칠리 감자칩 54g",50
"2025-03-27","S0005308","저스트그린 파프리카 샐러드 450g",11
"2025-03-27","S0005309","풀무원다논 하루요거트 설탕무첨가 빅팟 플레인 400g",35
"2025-03-27","S0005310","풀무원다논 그릭 빅팟 달지 않은 플레인 400g",19
"2025-03-27","S0005311","풀무원다논 그릭 빅팟 플레인 400g",16
"2025-03-27","S0005312","연세 복숭아 요거트 300ml",25
"2025-03-27","S0005313","연세 플레인 요거트 300ml",35
"2025-03-27","S0005317","맥심 티오피 미디엄 로스트 돌체 라떼 275ml",9
"2025-03-27","S0005318","맥심 티오피 스위트아메리카노 275ml",27
"2025-03-27","S0005319","연세 블루베리 요거트 300ml",39
"2025-03-27","S0005320","연세 딸기 요거트 300ml",37
"2025-03-27","S0005321","모구모구 포도 320ml",27
"2025-03-27","S0005322","모구모구 망고 320ml",39
"2025-03-27","S0005323","룩스 레몬 스파클링 330ml",27
"2025-03-27","S0005330","럽센트 화이트셔츠 린넨 코튼향 바디워시 500ml",1
"2025-03-27","S0005335","케라시스 프로폴리스 헤어본딩 노워시 트리트먼트 200ml",1
"2025-03-27","S0005337","ScrubDaddy 스크럽대디 3P",3
"2025-03-27","S0005338","ScrubDaddy 스크럽마미 3P",3
"2025-03-27","S0005340","FROG 니트릴장갑 라이트핏(소/100매)",11
"2025-03-27","S0005341","FROG 니트릴장갑 라이트핏(중/100매)",9
"2025-03-27","S0005342","FROG 양면엠보롤백(소)300매",4
"2025-03-27","S0005343","FROG 양면엠보롤백(중)300매",3
"2025-03-27","S0005344","FROG 양면엠보롤백(대)300매",4
"2025-03-27","S0005345","농심 먹태깡 고추장마요맛 60g",150
"2025-03-27","S0005346","다미원 영광 법성포 참굴비 560g (8미)",4
"2025-03-27","S0005348","밥이보약 CAT 활기찬 노후 2kg (반려동물용)",1
"2025-03-27","S0005351","밥이보약 DOG 빛나는 피모 2kg (반려동물용)",1
"2025-03-27","S0005352","더리얼 캣 그레인프리 크런치 닭고기 시니어 1.6kg (반려동물용)",2
"2025-03-27","S0005354","시크릿데이 러브플러스 중형 16P",11
"2025-03-27","S0005355","시크릿데이 러브플러스 대형 14P",14
"2025-03-27","S0005356","시크릿데이 순한코튼 슬림핏 입는 오버나이트 중대형 8P 3개",1
"2025-03-27","S0005357","시크릿데이 순한코튼 슬림핏 입는 오버나이트 특대형 8P 3개",2
"2025-03-27","S0005360","하겐다즈 쿠키앤크림 미니컵 100ml",20
"2025-03-27","S0005361","하겐다즈 마카다미아넛 미니컵 100ml",63
"2025-03-27","S0005364","[배민이지] 큼직해서 든든한 순살 고등어구이도 역시 배민이지 100g",61
"2025-03-27","S0005365","[배민이지] 큼직해서 든든한 순살 삼치구이도 역시 배민이지 80g",28
"2025-03-27","S0005377","아브카 퍼퓸 대용량 핸드워시 베이비파우더향 500ml",1
"2025-03-27","S0005378","아브카 퍼퓸 대용량 핸드워시 일랑일랑 500ml",6
"2025-03-27","S0005379","아브카 맥주효모 두피케어 대용량 탈모증상완화 샴푸 티트리향 1000ml",5
"2025-03-27","S0005382","하겐다즈 마카다미아 브리틀 바 80ml",42
"2025-03-27","S0005383","하겐다즈 바닐라 카라멜 아몬드 바 80ml",30
"2025-03-27","S0005384","수플린 호주산 씨없는 스윗사파이어 블랙포도 700g",15
"2025-03-27","S0005388","PSK 카라카라 핑크 오렌지 7입 (1.3kg)",2
"2025-03-27","S0005389","바다원 국내산 볶음용 멸치 200g",21
"2025-03-27","S0005390","바다원 국내산 볶음조리용 멸치 200g",5
"2025-03-27","S0005391","바다원 국내산 국물용 멸치 300g",4
"2025-03-27","S0005392","칸로 마로슈 요구르트 소다맛 젤리 50g",61
"2025-03-27","S0005393","칸로 마로슈 포도 소다맛 젤리 50g",59
"2025-03-27","S0005395","한끼통살 점보 닭가슴살 오리지널 150g",10
"2025-03-27","S0005409","CLOOP 애사비소다 레몬 500ml",73
"2025-03-27","S0005410","컴포트이츠이너프 골든츄이바 35g",8
"2025-03-27","S0005411","컴포트이츠이너프 베이크드쿠키 애플 43g",19
"2025-03-27","S0005412","컴포트이츠이너프 베이크드쿠키 크랜베리 43g",17
"2025-03-27","S0005414","컴포트이츠이너프 토스티드브레드 45g",19
"2025-03-27","S0005415","나우 프레쉬 강아지사료 스몰브리드 어덜트 1.36kg (반려동물용)",4
"2025-03-27","S0005416","나우 프레쉬 강아지사료 스몰브리드 시니어 1.36kg (반려동물용)",2
"2025-03-27","S0005419","한끼통살 점보통살 매콤양념치킨맛 200g",11
"2025-03-27","S0005420","[첫 주문 특가] 금강아지 참숯함유 배변패드 슈퍼드라이 50매 (50×40) (반려동물용)",13
"2025-03-27","S0005421","[첫 주문 특가] 좋은느낌 오리지널 울날중18p",45
"2025-03-27","S0005434","[첫 주문 특가] [배민이지] 매콤 칼칼 짬뽕 780g × 2인분",42
"2025-03-27","S0005436","[첫 주문 특가] 매일 우유속에 딸기과즙 300ml",45
"2025-03-27","S0005437","[첫 주문 특가] 웰프레쉬 미국산 냉동 블루베리 500g",49
"2025-03-27","S0005438","[첫 주문 특가] 풀무원 블럭치즈돈카츠 420g",103
"2025-03-27","S0005439","[첫 주문 특가] 사몬타나 텐덤 초코쿠키 샌드 젤라또 100g",104
"2025-03-27","S0005446","다우니 퍼플 리필 1.6L 화이트티와릴리향",3
"2025-03-27","S0005447","다우니 생화향기 컬렉션 미스티크 리필 1.35L",4
"2025-03-27","S0005448","다우니 엑스퍼트 실내건조 프레시 클린(그린) 리필1.35L",12
"2025-03-27","S0005449","다우니 블루 1L 레몬그라스라일락 향",2
"2025-03-27","S0005450","다우니 블루리필 1.6L 레몬그라스라일락 향",3
"2025-03-27","S0005451","킬로미트 냉동 무연골 대패삼겹살1kg",97
"2025-03-27","S0005452","킬로미트 냉동 대패 목살 1kg",22
"2025-03-27","S0005453","킬로미트 냉동 목전지 대패구이 1kg",5
"2025-03-27","S0005454","킬로미트 냉동 우삼겹 1kg",77
"2025-03-27","S0005455","킬로미트 냉동 목심 샤브샤브용 1kg",24
"2025-03-27","S0005457","남향푸드또띠아 고구마 치즈 통밀브리또 125g",25
"2025-03-27","S0005458","남향푸드또띠아 핫치킨 통밀 브리또 125g",25
"2025-03-27","S0005459","남향푸드또띠아 콤비네이션피자 통밀브리또 125g",14
"2025-03-27","S0005460","목우촌 다리두배 닭볶음탕 1300g",61
"2025-03-27","S0005461","목우촌 무항생제 통닭 900g(10호)",17
"2025-03-27","S0005462","돈특 1등급 한돈 꽃차돌살 300g",20
"2025-03-27","S0005471","조인 새하얀 구운란 10구",21
"2025-03-27","S0005475","돈특 한돈 양념 돼지껍데기 국수 170g",13
"2025-03-27","S0005479","하이트제로 무알콜 음료 포멜로(자몽맛) 350ml 6개 (논알콜/성인용)",20
"2025-03-27","S0005484","에스비 굵게다진 생와사비 43g",16
"2025-03-27","S0005485","시크릿데이 순한코튼 슬림핏 날개형 중형 16P",1
"2025-03-27","S0005486","시크릿데이 순한코튼 슬림핏 날개형 대형 14P",3
"2025-03-27","S0005487","시크릿데이 블랙 슈퍼롱 8P",5
"2025-03-27","S0005488","시크릿데이 러브플러스 롱라이너 40P",4
"2025-03-27","S0005489","시크릿데이 순한코튼 슬림핏 롱라이너 40P",7
"2025-03-27","S0005490","시크릿데이 러브플러스 오버나이트 10P",6
"2025-03-27","S0005491","우리흑돈 냉장 구이모듬(삼겹/ 목살/ 앞다리살) 300g",4
"2025-03-27","S0005493","동원홈푸드 캐나다 냉장 삼겹살 400g",295
"2025-03-27","S0005494","동원홈푸드 캐나다 냉장 통삼겹살 400g",40
"2025-03-27","S0005495","동원홈푸드 캐나다 냉장 목살 구이용 400g",19
"2025-03-27","S0005496","패밀리요구르트 750ml (대용량)",48
"2025-03-27","S0005497","해피어 플레인 그릭요거트 100g",84
"2025-03-27","S0005500","이즈니 버터컵 10g x 20입 (냉동)",3
"2025-03-27","S0005501","이즈니 가염 버터컵 10g x 20입 (냉동)",3
"2025-03-27","S0005504","페이장프레통 무염버터 200g",7
"2025-03-27","S0005505","페이장프레통 가염버터 200g",14
"2025-03-27","S0005506","저탄소 작은 참외 1.2kg (5~8입)",29
"2025-03-27","S0005508","참프레 동물복지 안심 300g",1
"2025-03-27","S0005509","참프레 동물복지 아랫날개 300g",5
"2025-03-27","S0005510","참프레 동물복지 윗날개 300g",1
"2025-03-27","S0005511","참프레 동물복지 IQF 안심살 1kg",4
"2025-03-27","S0005512","참프레 동물복지 IQF 북채 1kg",2
"2025-03-27","S0005515","프로티원 단백질 쉐이크 파우치 곡물맛 40g",27
"2025-03-27","S0005516","프로티원 단백질 쉐이크 파우치 초코맛 40g",37
"2025-03-27","S0005517","캠핑 B.B.Q 마시멜로우 5입세트",7
"2025-03-27","S0005518","비타민웰 케어 500ml",18
"2025-03-27","S0005520","르샤트라 클린코튼 시트 140매",3
"2025-03-27","S0005521","랩신V3 세니타이저 겔 500ml",2
"2025-03-27","S0005522","랩신 항균세탁세제 3L 용기",2
"2025-03-27","S0005523","랩신 섬유항균제 1.5L 리필",4
"2025-03-27","S0005524","엄마의 선택 구연산 1kg 지퍼백",3
"2025-03-27","S0005525","엄마의 선택 베이킹소다 1kg 지퍼백",11
"2025-03-27","S0005526","엄마의 선택 과탄산소다 1kg 지퍼백",11
"2025-03-27","S0005527","이지앤프리 한끼면기 기능성 우동기 라면그릇 그레이 2P",7
"2025-03-27","S0005528","롯데 제로 팥양갱 50g",93
"2025-03-27","S0005529","울샴푸 오리지널 캡슐 25입",5
"2025-03-27","S0005530","해서린 스팟케어 시카 플러스 마이크로 딥패치 9매",5
"2025-03-27","S0005531","사리원 소고기무국 400g",30
"2025-03-27","S0005532","사리원 송탄식 부대찌개 400g",41
"2025-03-27","S0005533","포차안주 불맛 오돌뼈볶음 560g",6
"2025-03-27","S0005534","바다양푼이동태탕 시원 칼칼 꽃게탕 610g",4
"2025-03-27","S0005535","투다리 푸짐한 김치어묵 우동전골 1100g",25
"2025-03-27","S0005536","마이셰프 순살 닭볶음탕 1000g",11
"2025-03-27","S0005537","투다리 마라 바지락 볶음 850g",3
"2025-03-27","S0005539","웨더스 오리지널 초코 캔디 슈가프리 60g",8
"2025-03-27","S0005541","웨더스 오리지널 크림 캔디 90g",3
"2025-03-27","S0005542","웨더스 오리지널 크림 캔디 슈가프리 70g",3
"2025-03-27","S0005543","델리팜 안심식빵 380g (8입)",39
"2025-03-27","S0005547","바이아우어 블랙비어 탈모샴푸 81% 1020ml",6
"2025-03-27","S0005548","바이아우어 블랙비어 이스트 샴푸 95% 1017ml",5
"2025-03-27","S0005549","바이아우어 10만PPM 단백질 맥주효모 트리트먼트 95% 1000ml",2
"2025-03-27","S0005550","크라운 크림블 크림브륄레 320g",34
"2025-03-27","S0005551","오리온 마이구미 포도 제로 번들팩 (28.8g×6봉지)",60
"2025-03-27","S0005552","오리온 톡핑 스트로베리&그래놀라 43g",10
"2025-03-27","S0005560","웨더스 오리지널 츄이 토피 80g",4
"2025-03-27","S0005561","데체코 구르메 스파게티 500g",11
"2025-03-27","S0005562","데체코 구르메 페투첼레 500g",4
"2025-03-27","S0005563","데체코 구르메 링귀니 500g",8
"2025-03-27","S0005564","데체코 꼰낄리에 500g",6
"2025-03-27","S0005565","오리온 눈을감자 칠리치즈프라이즈 96g",108
"2025-03-27","S0005567","데체코 구르메 리가토니 500g",2
"2025-03-27","S0005570","해태 썬키스트 캔디 125g",14
"2025-03-27","S0005572","폰타나 이탈리아 캄파니아 스파게티 250g",83
"2025-03-27","S0005573","폰타나 이탈리아 캄파니아 푸실리 500g",33
"2025-03-27","S0005574","폰타나 이탈리아 캄파니아 페투치네 500g",60
"2025-03-27","S0005576","해태 자두캔디 130g",12
"2025-03-27","S0005577","오리온 오그래놀라 초코고래밥 300g",6
"2025-03-27","S0005578","해태 후렌치파이 젤리 딸기 63g",15
"2025-03-27","S0005579","해태 후렌치파이 젤리 샤인머스켓 63g",13
"2025-03-27","S0005582","고메공방 미친치즈돈까스 480g",16
"2025-03-27","S0005583","창화당 모둠만두 400g",47
"2025-03-27","S0005586","고메공방 들기름 막국수 286g",10
"2025-03-27","S0005589","더독 닥터소프트 관절/골격 기능성 소프트사료 (연어+감자) 3kg (반려동물용)",3
"2025-03-27","S0005592","갯마을 오징어다리 통족300g (버터포함)",1
"2025-03-27","S0005593","갯마을 한입 오징어 동전족300g(버터포함)",7
"2025-03-27","S0005595","데일리라이크 페이스 발매트 (Dong gu)",2
"2025-03-27","S0005597","프레시마크 홍진미 150g",8
"2025-03-27","S0005598","프레시마크 백진미 150g",95
"2025-03-27","S0005603","토피피 초콜릿 카라멜 125g",32
"2025-03-27","S0005608","오늘도 샤인머스캣이라 맛있는 몽실몽실 생크림 샌드위치 200g (2조각/시즌한정)",20
"2025-03-27","S0005609","국내산 냉장 밀치회(가숭어) 120g",35
"2025-03-27","S0005610","썬키스트 만다린 탱고 12~13입 (1kg)",27
"2025-03-27","S0005611","롯데 미니멜츠 빅 밀크카라멜 70g",9
"2025-03-27","S0005613","더독 닥터소프트 소프트사료 (치킨/노령견용) 3kg (반려동물용)",1
"2025-03-27","S0005615","박준뷰티랩 익스트림 퍼펙트 셀프 다운펌 150g",1
"2025-03-27","S0005618","[배민이지] 맛김치 1kg",10
"2025-03-27","S0005619","[배민이지] 포기김치 1kg",9
"2025-03-27","S0005626","티아시아키친 라이스누들 3mm 250g (국물용)",36
"2025-03-27","S0005627","티아시아키친 라이스누들 5mm 250g (볶음용)",9
"2025-03-27","S0005628","티아시아 태국 팟타이 소스 350g",6
"2025-03-27","S0005629","티아시아 베트남 쌀국수 소스 350g",10
"2025-03-27","S0005637","크래프트 슈레드 멕시칸포치즈 226g",26
"2025-03-27","S0005638","크래프트 슈레드 콜비잭 226g",12
"2025-03-27","S0005639","크래프트 슈레드 이탈리안파이브잭 226g",12
"2025-03-27","S0005645","칼노트 치킨스톡 250g",28
"2025-03-27","S0005655","신지모루 더치 100W C TO C PD 초고속 충전 케이블 2m 블랙 2입",5
"2025-03-27","S0005657","맥스봉 매콤불고기 핫바 65g",88
"2025-03-27","S0005658","맥스봉 고소치즈 후랑크 65g",136
"2025-03-27","S0005661","육공육 스모크 소시지 260g×2",13
"2025-03-27","S0005662","백설 한입가득 후랑크 200g",76
"2025-03-27","S0005663","만전김 어린이 공룡김 2g×10봉",21
"2025-03-27","S0005664","롯데 미니멜츠 빅 초코 70ml",3
"2025-03-27","S0005668","롯데 월드콘 초코 160ml",25
"2025-03-27","S0005670","맥스봉 청양고추 후랑크80g",108
"2025-03-27","S0005695","목우촌 무항생제 냉장 순살 닭볶음탕 600g",70
"2025-03-27","S0005696","목우촌 무항생제 냉장 닭다리 400g",66
"2025-03-27","S0005698","라라스윗 저당 딸기 초코바 90ml",30
"2025-03-27","S0005699","라라스윗 저당 초콜릿 초코바 90ml",36
"2025-03-27","S0005700","라라스윗 저당 바닐라 초코바 90ml",21
"2025-03-27","S0005701","라라스윗 저당 쿠앤크 초코바 90ml",38
"2025-03-27","S0005702","라라스윗 저당 말차 초코바 90ml",19
"2025-03-27","S0005703","라라스윗 저당 생우유 모나카 140ml",31
"2025-03-27","S0005704","라라스윗 저당 초콜릿 모나카 140ml",25
"2025-03-27","S0005705","라라스윗 저당 고구마 모나카 140ml",23
"2025-03-27","S0005706","라라스윗 저당 팥 모나카 140ml",29
"2025-03-27","S0005709","자라 스파게티 500g",123
"2025-03-27","S0005710","자라 링귀니 500g",44
"2025-03-27","S0005713","목우촌 무항생제 냉장 닭다리살(정육) 400g",41
"2025-03-27","S0005714","목우촌 무항생제 냉장 닭 가슴살 400g",20
"2025-03-27","S0005718","조인 1등급 백색  동물복지유정란 10구",12
"2025-03-27","S0005728","FROG 양면엠보크린장갑300매",6
"2025-03-27","S0005729","FROG 도톰한LDPE위생장갑100매",7
"2025-03-27","S0005730","FROG 팝업위생백(소)300매",7
"2025-03-27","S0005731","FROG 팝업위생백(중)300매",8
"2025-03-27","S0005732","FROG 팝업위생백(대)300매",2
"2025-03-27","S0005733","고맙당 저당 불닭소스 180g",20
"2025-03-27","S0005735","사리원 전통육개장 400g",57
"2025-03-27","S0005736","크라운 마이쮸스틱 캔털루프멜론 44g",78
"2025-03-27","S0005737","시티델리 로제치킨 라이스 278g",6
"2025-03-27","S0005743","시티델리 쉬림프 스파이시 투움바 318g",24
"2025-03-27","S0005744","시티델리 알리오올리오 파스타 298g",26
"2025-03-27","S0005745","목우촌 냉동 근위 500g",24
"2025-03-27","S0005757","햇반 큰공기 300g 3입",144
"2025-03-27","S0005759","목우촌 무항생제 냉장 닭볶음탕 800g",50
"2025-03-27","S0005760","라라스윗 저당 딸기 초코바 4개입(90ml × 4개)",21
"2025-03-27","S0005764","크라운 마이쮸스틱 딸기 44g",42
"2025-03-27","S0005765","크라운 마이쮸스틱 사과 44g",42
"2025-03-27","S0005766","크라운 마이쮸스틱 포도 44g",66
"2025-03-27","S0005771","피지 디나자임 딥클린 라벤더젤 액체세제 일반드럼 겸용 2.7L 라벤더향",6
